code,name,market,price,latest_paid_year,latest_paid_total_div,current_yield_pct,sum_5y_div,avg_5y_yield_pct,years_5y,years_10y,pass_10y_rule
3537,堡達,TPEX,46.1,2025,2.3,4.99,13.3,5.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6161,捷波,TPEX,42.0,2026,2.2,5.24,12.1,5.76,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4183,福永生技,TPEX,15.2,2025,0.67,4.41,4.35,5.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1434,福懋,TWSE,16.8,2026,0.5,2.98,4.8,5.71,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8349,恒耀,TPEX,45.15,2026,1.5,3.32,12.746,5.65,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3209,全科,TWSE,47.45,2026,2.5,5.27,13.361,5.63,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2548,華固,TWSE,130.0,2026,8.5,6.54,36.5,5.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2459,敦吉,TWSE,66.2,2026,4.2,6.34,18.6,5.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5016,松和,TPEX,30.6,2026,1.0,3.27,8.6,5.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9938,百和,TWSE,46.35,2026,3.0,6.47,13.0,5.61,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2637,慧洋-KY,TWSE,75.7,2026,3.5,4.62,21.25,5.61,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4126,太醫,TPEX,81.0,2026,4.5,5.56,22.7,5.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1707,葡萄王,TWSE,118.5,2026,6.0,5.06,33.2,5.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2069,運錩,TWSE,18.5,2026,1.0,5.41,5.15,5.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1409,新纖,TWSE,16.7,2026,0.9,5.39,4.65,5.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8367,建新國際,TWSE,43.7,2026,2.85,6.52,12.1,5.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2439,美律,TWSE,90.0,2026,4.0,4.44,24.951,5.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5403,中菲,TPEX,94.4,2026,6.5,6.89,26.01,5.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6151,晉倫,TPEX,35.55,2026,1.5,4.22,9.8,5.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1615,大山,TWSE,47.55,2025,2.5,5.26,13.08,5.5,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4123,晟德,TPEX,40.4,2026,2.25,5.57,11.068,5.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2006,東和鋼鐵,TWSE,71.8,2026,4.3,5.99,19.6,5.46,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8083,瑞穎,TPEX,173.5,2026,10.0,5.76,47.4,5.46,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1776,展宇,TWSE,16.15,2026,0.6,3.72,4.4,5.45,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5520,力泰,TPEX,79.0,2026,7.0,8.86,21.5,5.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3257,虹冠電,TWSE,55.1,2026,2.8,5.08,15.0,5.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1402,遠東新,TWSE,26.3,2026,1.25,4.75,7.15,5.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2729,瓦城,TPEX,172.0,2026,6.8,3.95,46.745,5.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3130,一零四,TWSE,221.5,2026,14.7,6.64,60.13,5.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1817,凱撒衛,TWSE,38.7,2026,2.2,5.68,10.5,5.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1227,佳格,TWSE,30.75,2026,1.34,4.36,8.34,5.42,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3158,嘉實,TPEX,89.1,2026,6.5,7.3,24.1,5.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2723,美食-KY,TWSE,66.6,2025,3.0,4.5,18.0,5.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1612,宏泰,TWSE,35.65,2026,2.5,7.01,9.6,5.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5871,中租-KY,TWSE,118.0,2026,6.0,5.08,31.6,5.36,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1722,台肥,TWSE,45.65,2026,2.0,4.38,12.2,5.35,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6411,晶焱,TPEX,79.0,2026,2.222,2.81,21.098,5.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9919,康那香,TWSE,14.8,2025,0.2,1.35,3.95,5.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6177,達麗,TWSE,45.75,2026,3.0,6.56,12.2,5.33,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4938,和碩,TWSE,83.0,2026,4.0,4.82,21.997,5.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9933,中鼎,TWSE,38.5,2026,1.0,2.6,10.208,5.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2103,台橡,TWSE,19.05,2026,0.27,1.42,5.03,5.28,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5312,寶島科,TPEX,99.0,2026,6.5,6.57,26.1,5.27,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6474,華豫寧,TPEX,36.85,2026,2.5,6.78,9.7,5.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1712,興農,TWSE,42.65,2026,2.5,5.86,11.2,5.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2903,遠百,TWSE,23.05,2026,1.25,5.42,6.05,5.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6229,研通,TPEX,25.2,2026,0.6,2.38,6.62,5.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1708,東鹼,TWSE,39.35,2026,1.6,4.07,10.3,5.24,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1752,南光,TWSE,35.55,2026,1.6,4.5,9.3,5.23,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3118,進階,TPEX,33.45,2026,2.2,6.58,8.7,5.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4552,力達-KY,TWSE,21.2,2026,0.6,2.83,5.51,5.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1464,得力,TWSE,10.55,2026,0.25,2.37,2.74,5.19,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1104,環泥,TWSE,29.35,2026,1.85,6.3,7.6,5.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2845,遠東銀,TWSE,12.65,2026,0.634,5.01,3.276,5.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1220,台榮,TWSE,12.8,2026,0.2,1.56,3.3,5.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1731,美吾華,TWSE,21.85,2026,1.22,5.58,5.62,5.14,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3114,好德,TPEX,26.45,2026,1.408,5.32,6.8,5.14,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1103,嘉泥,TWSE,14.0,2026,0.55,3.93,3.597,5.14,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6525,捷敏-KY,TWSE,90.5,2026,5.0,5.52,23.2,5.13,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5285,界霖,TWSE,54.2,2026,1.5,2.77,13.912,5.13,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4417,金洲,TPEX,48.05,2026,3.5,7.28,12.3,5.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4104,佳醫,TWSE,79.1,2026,4.3,5.44,20.25,5.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1788,杏昌,TPEX,136.0,2026,7.0,5.15,34.771,5.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6569,醫揚,TPEX,101.5,2026,3.0,2.96,25.953,5.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6556,勝品,TPEX,68.2,2026,3.5,5.13,17.4,5.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5209,新鼎,TPEX,165.5,2026,13.0,7.85,42.082,5.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1535,中宇,TWSE,52.2,2026,3.0,5.75,13.25,5.08,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2002,中鋼,TWSE,20.1,2026,0.15,0.75,5.08,5.05,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6158,禾昌,TPEX,18.3,2025,1.015,5.55,4.616,5.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2908,特力,TWSE,20.3,2026,0.55,2.71,5.113,5.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1234,黑松,TWSE,36.2,2026,1.65,4.56,9.1,5.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2105,正新,TWSE,32.65,2026,1.8,5.51,8.2,5.02,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2027,大成鋼,TWSE,37.6,2026,1.5,3.99,9.4,5.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4162,智擎,TPEX,58.9,2026,2.0,3.4,14.735,5.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1723,中碳,TWSE,81.2,2026,1.85,2.28,20.3,5.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8410,森田,TPEX,37.1,2025,3.0,8.09,9.21,4.96,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1777,生泰,TPEX,72.1,2026,4.0,5.55,17.731,4.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9925,新保,TWSE,40.75,2026,2.0,4.91,10.0,4.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5525,順天,TWSE,25.25,2026,1.2,4.75,6.2,4.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9942,茂順,TWSE,117.5,2026,7.0,5.96,28.8,4.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2324,仁寶,TWSE,30.35,2026,1.1,3.62,7.4,4.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4915,致伸,TWSE,75.1,2026,4.568,6.08,18.205,4.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4105,東洋,TPEX,74.6,2026,4.5,6.03,18.1,4.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5007,三星,TWSE,57.7,2026,3.0,5.2,14.0,4.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2527,宏璟,TWSE,36.7,2026,1.5,4.09,8.9,4.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4114,健喬,TPEX,31.95,2026,1.65,5.16,7.715,4.83,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6279,胡連,TPEX,109.0,2026,5.5,5.05,26.35,4.83,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2937,集雅社,TPEX,45.1,2026,3.1,6.87,10.877,4.82,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1522,堤維西,TWSE,32.8,2026,1.2,3.66,7.9,4.82,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2471,資通,TWSE,54.0,2026,3.312,6.13,12.925,4.79,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6136,富爾特,TWSE,24.45,2026,1.16,4.74,5.85,4.79,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3022,威強電,TWSE,69.0,2026,3.5,5.07,16.5,4.78,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3226,龍鋒,TPEX,39.85,2025,0.5,1.25,9.5,4.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8415,大國鋼,TPEX,33.7,2026,1.5,4.45,8.0,4.75,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2013,中鋼構,TWSE,44.05,2026,2.4,5.45,10.4,4.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1264,德麥,TPEX,278.0,2026,15.0,5.4,65.5,4.71,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8423,保綠-KY,TPEX,18.3,2026,0.7,3.83,4.3,4.7,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1563,巧新,TWSE,42.8,2026,2.0,4.67,10.045,4.69,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2855,統一證,TWSE,32.45,2026,2.11,6.5,7.6,4.68,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3218,大學光,TPEX,132.0,2026,7.75,5.87,30.8,4.67,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3597,映興,TPEX,24.7,2026,0.4,1.62,5.75,4.66,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5388,中磊,TWSE,82.2,2026,2.5,3.04,19.1,4.65,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6245,立端,TPEX,82.8,2025,4.0,4.83,19.178,4.63,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6263,普萊德,TPEX,131.5,2026,7.8,5.93,30.4,4.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3479,安勤,TPEX,92.2,2026,4.6,4.99,21.294,4.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8416,實威,TPEX,169.5,2026,8.5,5.01,39.0,4.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1726,永記,TWSE,76.5,2026,3.7,4.84,17.6,4.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1582,信錦,TWSE,99.2,2026,3.0,3.02,22.83,4.6,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2393,億光,TWSE,73.3,2026,4.5,6.14,16.76,4.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6803,崑鼎,TPEX,289.5,2026,15.81,5.46,66.13,4.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9911,櫻花,TWSE,83.8,2026,5.0,5.97,19.08,4.55,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5353,台林,TPEX,25.0,2026,1.0,4.0,5.67,4.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3426,台興,TPEX,47.65,2025,2.5,5.25,10.8,4.53,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3093,港建*,TPEX,73.0,2026,1.15,1.58,16.38,4.49,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2347,聯強,TWSE,83.9,2026,4.2,5.01,18.8,4.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5880,合庫金,TWSE,23.9,2026,1.05,4.39,5.35,4.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8931,大汽電,TPEX,42.4,2026,1.6,3.77,9.5,4.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2357,華碩,TWSE,599.0,2026,42.0,7.01,134.0,4.47,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5876,上海商銀,TWSE,39.85,2026,1.9,4.77,8.9,4.47,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8342,益張,TPEX,92.8,2026,5.0,5.39,20.7,4.46,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3005,神基,TWSE,98.9,2026,6.789,6.86,21.941,4.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3483,力致,TPEX,88.0,2026,3.0,3.41,19.531,4.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8923,時報,TPEX,19.85,2026,0.9,4.53,4.4,4.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2488,漢平,TWSE,50.8,2026,3.0,5.91,11.2,4.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2820,華票,TWSE,17.2,2026,0.9,5.23,3.78,4.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6409,旭隼,TWSE,781.0,2026,37.0,4.74,171.06,4.38,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1517,利奇,TWSE,11.2,2026,0.2,1.79,2.45,4.38,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3570,大塚,TPEX,163.5,2026,9.7,5.93,35.7,4.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9904,寶成,TWSE,27.9,2026,1.3,4.66,6.1,4.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9917,中保科,TWSE,116.5,2026,6.2,5.32,25.4,4.36,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6206,飛捷,TWSE,108.0,2026,5.5,5.09,23.5,4.35,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2362,藍天,TWSE,38.35,2026,2.0,5.22,8.33,4.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6224,聚鼎,TWSE,61.1,2026,1.25,2.05,13.25,4.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5371,中光電,TPEX,78.3,2026,0.5,0.64,17.0,4.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6005,群益證,TWSE,27.6,2026,1.71,6.2,5.97,4.33,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6146,耕興,TPEX,221.0,2026,12.0,5.43,47.9,4.33,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3213,茂訊,TPEX,107.5,2026,7.0,6.51,23.2,4.32,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8403,盛弘,TPEX,22.2,2025,1.0,4.5,4.8,4.32,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3032,偉訓,TWSE,61.8,2025,2.726,4.41,13.344,4.32,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5511,德昌,TPEX,70.5,2026,5.589,7.93,15.2,4.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8112,至上,TWSE,87.2,2026,3.801,4.36,18.786,4.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6112,邁達特,TWSE,48.05,2026,1.65,3.43,10.35,4.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2480,敦陽科,TWSE,140.5,2026,7.8,5.55,30.242,4.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3388,崇越電,TPEX,99.3,2026,3.5,3.52,21.31,4.29,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1210,大成,TWSE,54.2,2026,3.0,5.54,11.55,4.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8279,生展,TPEX,106.0,2026,5.0,4.72,22.5,4.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1737,臺鹽,TWSE,32.2,2026,1.4,4.35,6.85,4.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9939,宏全,TWSE,114.5,2026,6.2,5.41,24.25,4.24,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1446,宏和,TWSE,16.55,2026,1.5,9.06,3.5,4.23,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3528,安馳,TWSE,72.3,2026,1.38,1.91,15.3,4.23,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6179,亞通,TPEX,24.4,2026,0.5,2.05,5.147,4.22,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1232,大統益,TWSE,150.0,2026,7.2,4.8,31.6,4.21,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1525,江申,TWSE,60.8,2026,2.8,4.61,12.8,4.21,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3526,凡甲,TPEX,273.5,2026,16.84,6.16,57.464,4.2,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3010,華立,TWSE,132.5,2026,5.3,4.0,27.75,4.19,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1313,聯成,TWSE,12.2,2026,0.1,0.82,2.55,4.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2834,臺企銀,TWSE,16.3,2026,1.0,6.13,3.4,4.17,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8917,欣泰,TPEX,52.8,2026,2.1,3.98,11.0,4.17,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2812,台中銀,TWSE,20.55,2026,1.06,5.16,4.24,4.13,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1733,五鼎,TWSE,29.6,2026,1.3,4.39,6.094,4.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3684,榮昌,TPEX,58.9,2026,2.8,4.75,12.1,4.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2379,瑞昱,TWSE,531.0,2026,25.0,4.71,109.0,4.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8109,博大,TPEX,107.0,2026,4.5,4.21,21.995,4.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1463,強盛新,TWSE,18.0,2026,0.127,0.71,3.7,4.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3169,亞信,TPEX,95.4,2026,3.2,3.35,19.5,4.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8440,綠電,TPEX,22.65,2026,0.2,0.88,4.635,4.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4175,杏一,TPEX,55.4,2026,3.0,5.42,11.261,4.07,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
